source,target,edge_type,weight,metadata
mechanism:thalamocortical coupling,variable:thalamus_DMN_FC,mechanism_measured_by_variable,1.0,{}
variable:thalamus_DMN_FC,modality:EEG-fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.jad.2023.04.100,finding:E_d15ea490aa5a,paper_reports_finding,1.0,{}
finding:E_d15ea490aa5a,mechanism:white matter integrity,finding_supports_mechanism,0.723,{}
mechanism:white matter integrity,variable:FA,mechanism_measured_by_variable,1.0,{}
variable:FA,modality:DTI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.jad.2023.04.100,finding:E_121e359bcc55,paper_reports_finding,1.0,{}
finding:E_121e359bcc55,mechanism:thalamocortical coupling,finding_supports_mechanism,0.833,{}
mechanism:thalamocortical coupling,variable:thalamus_DMN_FC,mechanism_measured_by_variable,1.0,{}
variable:thalamus_DMN_FC,modality:EEG-fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.jad.2023.04.100,finding:E_8db59ecf1073,paper_reports_finding,1.0,{}
finding:E_8db59ecf1073,mechanism:white matter integrity,finding_supports_mechanism,0.833,{}
mechanism:white matter integrity,variable:FA,mechanism_measured_by_variable,1.0,{}
variable:FA,modality:DTI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.jad.2023.04.100,finding:E_7fdd7c15f4ec,paper_reports_finding,1.0,{}
finding:E_7fdd7c15f4ec,mechanism:thalamocortical coupling,finding_supports_mechanism,0.723,{}
mechanism:thalamocortical coupling,variable:thalamus_DMN_FC,mechanism_measured_by_variable,1.0,{}
variable:thalamus_DMN_FC,modality:EEG-fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.jad.2023.04.100,finding:E_8703a6fa0497,paper_reports_finding,1.0,{}
finding:E_8703a6fa0497,mechanism:white matter integrity,finding_supports_mechanism,0.723,{}
mechanism:white matter integrity,variable:FA,mechanism_measured_by_variable,1.0,{}
variable:FA,modality:DTI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.jad.2023.04.100,finding:E_07a20c13cc38,paper_reports_finding,1.0,{}
finding:E_07a20c13cc38,mechanism:REM_NREM_switching,finding_supports_mechanism,0.723,{}
mechanism:REM_NREM_switching,variable:REM latency,mechanism_measured_by_variable,1.0,{}
variable:REM latency,modality:PSG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.jad.2023.04.100,finding:E_88902657df96,paper_reports_finding,1.0,{}
finding:E_88902657df96,mechanism:thalamocortical coupling,finding_supports_mechanism,0.723,{}
mechanism:thalamocortical coupling,variable:thalamus_DMN_FC,mechanism_measured_by_variable,1.0,{}
variable:thalamus_DMN_FC,modality:EEG-fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.jad.2023.04.100,finding:E_8fe14de879df,paper_reports_finding,1.0,{}
finding:E_8fe14de879df,mechanism:default mode network dysregulation,finding_supports_mechanism,0.723,{}
mechanism:default mode network dysregulation,variable:functional connectivity,mechanism_measured_by_variable,1.0,{}
variable:functional connectivity,modality:fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.jad.2023.04.100,finding:E_40e99170d01b,paper_reports_finding,1.0,{}
finding:E_40e99170d01b,mechanism:thalamocortical coupling,finding_supports_mechanism,0.723,{}
mechanism:thalamocortical coupling,variable:thalamus_DMN_FC,mechanism_measured_by_variable,1.0,{}
variable:thalamus_DMN_FC,modality:EEG-fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.jad.2023.04.100,finding:E_fcac2be17780,paper_reports_finding,1.0,{}
finding:E_fcac2be17780,mechanism:thalamocortical coupling,finding_supports_mechanism,0.723,{}
mechanism:thalamocortical coupling,variable:thalamic connectivity,mechanism_measured_by_variable,1.0,{}
variable:thalamic connectivity,modality:EEG-fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.jad.2023.04.100,finding:E_5e63d53a2a53,paper_reports_finding,1.0,{}
finding:E_5e63d53a2a53,mechanism:white matter integrity,finding_supports_mechanism,0.723,{}
mechanism:white matter integrity,variable:FA,mechanism_measured_by_variable,1.0,{}
variable:FA,modality:DTI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.jad.2023.04.100,finding:E_0533d5f260f2,paper_reports_finding,1.0,{}
finding:E_0533d5f260f2,mechanism:thalamocortical coupling,finding_supports_mechanism,0.833,{}
mechanism:thalamocortical coupling,variable:thalamus_DMN_FC,mechanism_measured_by_variable,1.0,{}
variable:thalamus_DMN_FC,modality:EEG-fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.jad.2023.04.100,finding:E_bfb8cc84d165,paper_reports_finding,1.0,{}
finding:E_bfb8cc84d165,mechanism:thalamocortical coupling,finding_supports_mechanism,0.833,{}
mechanism:thalamocortical coupling,variable:thalamus_DMN_FC,mechanism_measured_by_variable,1.0,{}
variable:thalamus_DMN_FC,modality:EEG-fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.jad.2023.04.100,finding:E_1afed2e98d87,paper_reports_finding,1.0,{}
finding:E_1afed2e98d87,mechanism:thalamocortical coupling,finding_supports_mechanism,0.723,{}
mechanism:thalamocortical coupling,variable:thalamic connectivity,mechanism_measured_by_variable,1.0,{}
variable:thalamic connectivity,modality:EEG-fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.jad.2023.04.100,finding:E_c932914d8e9b,paper_reports_finding,1.0,{}
finding:E_c932914d8e9b,mechanism:white matter integrity,finding_supports_mechanism,0.723,{}
mechanism:white matter integrity,variable:FA,mechanism_measured_by_variable,1.0,{}
variable:FA,modality:DTI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.jad.2023.04.100,finding:E_8f251a80779b,paper_reports_finding,1.0,{}
finding:E_8f251a80779b,mechanism:thalamocortical coupling,finding_supports_mechanism,0.833,{}
mechanism:thalamocortical coupling,variable:thalamus_DMN_FC,mechanism_measured_by_variable,1.0,{}
variable:thalamus_DMN_FC,modality:EEG-fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.jad.2023.04.100,finding:E_f657c2bea7ad,paper_reports_finding,1.0,{}
finding:E_f657c2bea7ad,mechanism:white matter integrity,finding_supports_mechanism,0.833,{}
mechanism:white matter integrity,variable:FA,mechanism_measured_by_variable,1.0,{}
variable:FA,modality:DTI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.clinimag.2022.04.015,finding:E_39182dd4878b,paper_reports_finding,1.0,{}
finding:E_39182dd4878b,mechanism:thalamocortical coupling,finding_supports_mechanism,0.724,{}
mechanism:thalamocortical coupling,variable:thalamus_DMN_FC,mechanism_measured_by_variable,1.0,{}
variable:thalamus_DMN_FC,modality:EEG-fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.clinimag.2022.04.015,finding:E_9821ac654f2e,paper_reports_finding,1.0,{}
finding:E_9821ac654f2e,mechanism:default mode network dysregulation,finding_supports_mechanism,0.724,{}
mechanism:default mode network dysregulation,variable:functional connectivity,mechanism_measured_by_variable,1.0,{}
variable:functional connectivity,modality:fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.clinimag.2022.04.015,finding:E_399aa01a4afb,paper_reports_finding,1.0,{}
finding:E_399aa01a4afb,mechanism:thalamocortical coupling,finding_supports_mechanism,0.724,{}
mechanism:thalamocortical coupling,variable:thalamus_DMN_FC,mechanism_measured_by_variable,1.0,{}
variable:thalamus_DMN_FC,modality:EEG-fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.clinimag.2022.04.015,finding:E_6fdea1634461,paper_reports_finding,1.0,{}
finding:E_6fdea1634461,mechanism:default mode network dysregulation,finding_supports_mechanism,0.724,{}
mechanism:default mode network dysregulation,variable:functional connectivity,mechanism_measured_by_variable,1.0,{}
variable:functional connectivity,modality:fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.clinimag.2022.04.015,finding:E_2cd145ff0ecc,paper_reports_finding,1.0,{}
finding:E_2cd145ff0ecc,mechanism:confound / methodological limitation,finding_supports_mechanism,0.504,{}
mechanism:confound / methodological limitation,variable:age,mechanism_measured_by_variable,1.0,{}
variable:age,modality:Method,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.clinimag.2022.04.015,finding:E_2ad5ae495016,paper_reports_finding,1.0,{}
finding:E_2ad5ae495016,mechanism:thalamocortical coupling,finding_supports_mechanism,0.724,{}
mechanism:thalamocortical coupling,variable:thalamus_DMN_FC,mechanism_measured_by_variable,1.0,{}
variable:thalamus_DMN_FC,modality:EEG-fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.clinimag.2022.04.015,finding:E_c56b3d7b2ecd,paper_reports_finding,1.0,{}
finding:E_c56b3d7b2ecd,mechanism:thalamocortical coupling,finding_supports_mechanism,0.724,{}
mechanism:thalamocortical coupling,variable:thalamus_DMN_FC,mechanism_measured_by_variable,1.0,{}
variable:thalamus_DMN_FC,modality:EEG-fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.clinimag.2022.04.015,finding:E_28ede1f6eeca,paper_reports_finding,1.0,{}
finding:E_28ede1f6eeca,mechanism:thalamocortical coupling,finding_supports_mechanism,0.834,{}
mechanism:thalamocortical coupling,variable:thalamus_DMN_FC,mechanism_measured_by_variable,1.0,{}
variable:thalamus_DMN_FC,modality:EEG-fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.clinimag.2022.04.015,finding:E_7205931a7867,paper_reports_finding,1.0,{}
finding:E_7205931a7867,mechanism:thalamocortical coupling,finding_supports_mechanism,0.724,{}
mechanism:thalamocortical coupling,variable:thalamus_DMN_FC,mechanism_measured_by_variable,1.0,{}
variable:thalamus_DMN_FC,modality:EEG-fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.clinimag.2022.04.015,finding:E_02c3b9cbe2a5,paper_reports_finding,1.0,{}
finding:E_02c3b9cbe2a5,mechanism:thalamocortical coupling,finding_supports_mechanism,0.724,{}
mechanism:thalamocortical coupling,variable:thalamus_DMN_FC,mechanism_measured_by_variable,1.0,{}
variable:thalamus_DMN_FC,modality:EEG-fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1002/brb3.876,finding:E_bab75947c135,paper_reports_finding,1.0,{}
finding:E_bab75947c135,mechanism:hyperarousal,finding_supports_mechanism,0.194,{}
mechanism:hyperarousal,variable:beta_power,mechanism_measured_by_variable,1.0,{}
variable:beta_power,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1002/brb3.876,finding:E_8da96cfcbf21,paper_reports_finding,1.0,{}
finding:E_8da96cfcbf21,mechanism:default mode network dysregulation,finding_supports_mechanism,0.194,{}
mechanism:default mode network dysregulation,variable:functional connectivity,mechanism_measured_by_variable,1.0,{}
variable:functional connectivity,modality:fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1002/brb3.876,finding:E_dcb92621ba63,paper_reports_finding,1.0,{}
finding:E_dcb92621ba63,mechanism:default mode network dysregulation,finding_supports_mechanism,0.604,{}
mechanism:default mode network dysregulation,variable:DMN_FC,mechanism_measured_by_variable,1.0,{}
variable:DMN_FC,modality:fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1002/brb3.876,finding:E_13fc3f260eac,paper_reports_finding,1.0,{}
finding:E_13fc3f260eac,mechanism:white matter integrity,finding_supports_mechanism,0.604,{}
mechanism:white matter integrity,variable:FA,mechanism_measured_by_variable,1.0,{}
variable:FA,modality:DTI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1002/brb3.876,finding:E_c7acd8b5255a,paper_reports_finding,1.0,{}
finding:E_c7acd8b5255a,mechanism:default mode network dysregulation,finding_supports_mechanism,0.834,{}
mechanism:default mode network dysregulation,variable:DMN_FC,mechanism_measured_by_variable,1.0,{}
variable:DMN_FC,modality:fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1002/brb3.876,finding:E_0f6d28661f09,paper_reports_finding,1.0,{}
finding:E_0f6d28661f09,mechanism:hyperarousal,finding_supports_mechanism,0.724,{}
mechanism:hyperarousal,variable:beta_power,mechanism_measured_by_variable,1.0,{}
variable:beta_power,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1002/brb3.876,finding:E_362a5763eed0,paper_reports_finding,1.0,{}
finding:E_362a5763eed0,mechanism:hyperarousal,finding_supports_mechanism,0.304,{}
mechanism:hyperarousal,variable:beta_power,mechanism_measured_by_variable,1.0,{}
variable:beta_power,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1097/md.0000000000007037,finding:E_cfbb0a22764e,paper_reports_finding,1.0,{}
finding:E_cfbb0a22764e,mechanism:hyperarousal,finding_supports_mechanism,0.723,{}
mechanism:hyperarousal,variable:beta_power,mechanism_measured_by_variable,1.0,{}
variable:beta_power,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1097/md.0000000000007037,finding:E_7fd2ed8c993d,paper_reports_finding,1.0,{}
finding:E_7fd2ed8c993d,mechanism:thalamocortical coupling,finding_supports_mechanism,0.723,{}
mechanism:thalamocortical coupling,variable:thalamus_DMN_FC,mechanism_measured_by_variable,1.0,{}
variable:thalamus_DMN_FC,modality:EEG-fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1097/md.0000000000007037,finding:E_bb0e99e07be1,paper_reports_finding,1.0,{}
finding:E_bb0e99e07be1,mechanism:salience network dysregulation,finding_supports_mechanism,0.723,{}
mechanism:salience network dysregulation,variable:salience_FC,mechanism_measured_by_variable,1.0,{}
variable:salience_FC,modality:fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1097/md.0000000000007037,finding:E_7c879c138ba3,paper_reports_finding,1.0,{}
finding:E_7c879c138ba3,mechanism:insomnia severity,finding_supports_mechanism,0.723,{}
mechanism:insomnia severity,variable:ISI,mechanism_measured_by_variable,1.0,{}
variable:ISI,modality:Scale,variable_belongs_to_modality,1.0,{}
paper:doi:10.1097/md.0000000000007037,finding:E_204eb819f0c1,paper_reports_finding,1.0,{}
finding:E_204eb819f0c1,mechanism:insomnia severity,finding_supports_mechanism,0.723,{}
mechanism:insomnia severity,variable:ISI,mechanism_measured_by_variable,1.0,{}
variable:ISI,modality:Scale,variable_belongs_to_modality,1.0,{}
paper:doi:10.1097/md.0000000000007037,finding:E_ac926872c929,paper_reports_finding,1.0,{}
finding:E_ac926872c929,mechanism:insomnia severity,finding_supports_mechanism,0.543,{}
mechanism:insomnia severity,variable:ISI,mechanism_measured_by_variable,1.0,{}
variable:ISI,modality:Scale,variable_belongs_to_modality,1.0,{}
paper:doi:10.1097/md.0000000000007037,finding:E_3698becf9123,paper_reports_finding,1.0,{}
finding:E_3698becf9123,mechanism:confound / methodological limitation,finding_supports_mechanism,0.543,{}
mechanism:confound / methodological limitation,variable:age,mechanism_measured_by_variable,1.0,{}
variable:age,modality:Method,variable_belongs_to_modality,1.0,{}
paper:doi:10.1097/md.0000000000007037,finding:E_7b5f2958c0b9,paper_reports_finding,1.0,{}
finding:E_7b5f2958c0b9,mechanism:default mode network dysregulation,finding_supports_mechanism,0.723,{}
mechanism:default mode network dysregulation,variable:functional connectivity,mechanism_measured_by_variable,1.0,{}
variable:functional connectivity,modality:fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1097/md.0000000000007037,finding:E_802491fbf56b,paper_reports_finding,1.0,{}
finding:E_802491fbf56b,mechanism:thalamocortical coupling,finding_supports_mechanism,0.833,{}
mechanism:thalamocortical coupling,variable:thalamus_DMN_FC,mechanism_measured_by_variable,1.0,{}
variable:thalamus_DMN_FC,modality:EEG-fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1097/md.0000000000007037,finding:E_a1285e61fbd5,paper_reports_finding,1.0,{}
finding:E_a1285e61fbd5,mechanism:insomnia severity,finding_supports_mechanism,0.833,{}
mechanism:insomnia severity,variable:ISI,mechanism_measured_by_variable,1.0,{}
variable:ISI,modality:Scale,variable_belongs_to_modality,1.0,{}
paper:doi:10.1097/md.0000000000007037,finding:E_2772d474e1de,paper_reports_finding,1.0,{}
finding:E_2772d474e1de,mechanism:insomnia severity,finding_supports_mechanism,0.723,{}
mechanism:insomnia severity,variable:ISI,mechanism_measured_by_variable,1.0,{}
variable:ISI,modality:Scale,variable_belongs_to_modality,1.0,{}
paper:doi:10.1097/md.0000000000007037,finding:E_839f6c5ecae3,paper_reports_finding,1.0,{}
finding:E_839f6c5ecae3,mechanism:hyperarousal,finding_supports_mechanism,0.833,{}
mechanism:hyperarousal,variable:beta_power,mechanism_measured_by_variable,1.0,{}
variable:beta_power,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1097/md.0000000000007037,finding:E_537dad33fe28,paper_reports_finding,1.0,{}
finding:E_537dad33fe28,mechanism:thalamocortical coupling,finding_supports_mechanism,0.833,{}
mechanism:thalamocortical coupling,variable:thalamus_DMN_FC,mechanism_measured_by_variable,1.0,{}
variable:thalamus_DMN_FC,modality:EEG-fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1097/md.0000000000007037,finding:E_9e76034b30d7,paper_reports_finding,1.0,{}
finding:E_9e76034b30d7,mechanism:salience network dysregulation,finding_supports_mechanism,0.833,{}
mechanism:salience network dysregulation,variable:salience_FC,mechanism_measured_by_variable,1.0,{}
variable:salience_FC,modality:fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1097/md.0000000000007037,finding:E_d56145ba0757,paper_reports_finding,1.0,{}
finding:E_d56145ba0757,mechanism:white matter integrity,finding_supports_mechanism,0.833,{}
mechanism:white matter integrity,variable:FA,mechanism_measured_by_variable,1.0,{}
variable:FA,modality:DTI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.jpsychires.2018.05.013,finding:E_30c54d8cf0c6,paper_reports_finding,1.0,{}
